codprod;descricaoproduto;embalagem;unidade;codepto;deptodescricao;codsec;secdescricao;codncmex;nbm;informacoestecnicas;codmarca;marca;codmarcatabelamarcas;marcatabelamarcas
10028;FARINHA TRIGO SOL 5X5KG TIP1 PAPEL ;5X5KG;FD;2;ALIMENTOS;268;FARINHA/FARINACEOS;11010010.;11010010;5X5KG;401;SOL;401;SOL
10032;MOLHO PIMENTA 3,2L DAJUDA GALAO;3,2L;UN;2;ALIMENTOS;206;MOLHO;21039029.;21039029;;122;DAJUDA;122;DAJUDA
10039;ESPUM.TERRANOVA MOSCATEL 750ML;750ML;UN;1;BEBIDAS;40;ESPUMANTE;22041090.;22041090;750ML;430;TERRANOVA;430;TERRANOVA
10041;ESPUM.TERRANOVA DEMI SEC 750ML;750ML;UN;1;BEBIDAS;40;ESPUMANTE;22041010.11;22041010;750ML;430;TERRANOVA;430;TERRANOVA
10042;ESPUM.TERRANOVA BRUT 750ML;750ML;UN;1;BEBIDAS;40;ESPUMANTE;22041010.11;22041010;750ML;430;TERRANOVA;430;TERRANOVA
10047;OVO CODORNA TP 1 DANIMAR 300G VD;300G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;04089900.;4089900;300G;124;DANIMAR;124;DANIMAR
10058;BATIDA JOINVILLE 700ML MARACUJA / L.COND;700ML;UN;1;BEBIDAS;58;BATIDA;22060090.1;22060090;700ML;211;JOINVILLE;211;JOINVILLE
10062;CATCHUP DAJUDA BISNAGA 190G ;190G;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032010.12;21032010;;122;DAJUDA;122;DAJUDA
10064;MOSTARDA  AMARELA DAJUDA BISNAGA 170G ;170G;UN;2;ALIMENTOS;208;MOSTARDA;21033021.1;21033021;;122;DAJUDA;122;DAJUDA
10066;MAIONESE  DAJUDA BAG BOX 3KG ;3KG;UN;2;ALIMENTOS;210;MAIONESE;21039019.;21039019;;122;DAJUDA;122;DAJUDA
10067;AGUA SANITARIA 1L GIRANDO SOL VERDE ;12X1L;CX;5;LIMPEZA;502;AGUA SANITARIA/ALVEJANTE;28289011.;28289011;12X1L;177;GIRANDO SOL;177;GIRANDO SOL
10069;AMAC.ROUPA GIRANDO SOL 12X500ML AZUL;12X500ML;CX;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;12X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10071;AMAC.ROUPA GIRANDO SOL 5L AZUL;5L;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;5L;177;GIRANDO SOL;177;GIRANDO SOL
10072;AMAC.ROUPA GIRANDO SOL 2L AZUL;2L;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;2L;177;GIRANDO SOL;177;GIRANDO SOL
10073;AMAC.ROUPA GIRANDO SOL 2L ROSA;2L;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;2L;177;GIRANDO SOL;177;GIRANDO SOL
10074;DESINF.GIRANDO SOL 12X500ML LAVANDA;12X500ML;CX;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;12X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10075;DESINF.GIRANDO SOL 12X500ML PINHO;12X500ML;CX;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;12X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10076;DESINF.GIRANDO SOL 12X500ML TALCO;12X500ML;CX;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;12X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10077;DESINF.GIRANDO SOL 2L LAVANDA;2L;UN;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;2L;177;GIRANDO SOL;177;GIRANDO SOL
10078;DESINF.GIRANDO SOL 2L PINHO;2L;UN;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;2L;177;GIRANDO SOL;177;GIRANDO SOL
10079;DESINF.GIRANDO SOL 5L PINHO;5L;UN;5;LIMPEZA;526;DESINFETANTE;38089419.;38089419;5L;177;GIRANDO SOL;177;GIRANDO SOL
10080;DESINF.GIRANDO SOL 5L TALCO;5L;UN;5;LIMPEZA;526;DESINFETANTE;38089419.;38089419;5L;177;GIRANDO SOL;177;GIRANDO SOL
10081;DETERG. LIQ.GIRANDO SOL 24X500ML LIMAO;24X500ML;CX;5;LIMPEZA;514;DETERGENTE LIQUIDO;34025000.;34025000;24X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10082;DETERG. LIQ.GIRANDO SOL 24X500ML NATURAL;24X500ML;CX;5;LIMPEZA;514;DETERGENTE LIQUIDO;34025000.;34025000;24X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10083;DETERG. LIQ.GIRANDO SOL 24X500ML NEUTRO;24X500ML;CX;5;LIMPEZA;514;DETERGENTE LIQUIDO;34025000.;34025000;24X500ML;177;GIRANDO SOL;177;GIRANDO SOL
10084;DETERG. LIQ.GIRANDO SOL 5L NEUTRO;5L;UN;5;LIMPEZA;514;DETERGENTE LIQUIDO;34025000.;34025000;5L;177;GIRANDO SOL;177;GIRANDO SOL
10085;DETERG.LIQ.GIRANDO SOL 5L NATURAL;5L;UN;5;LIMPEZA;514;DETERGENTE LIQUIDO;34025000.;34025000;5L;177;GIRANDO SOL;177;GIRANDO SOL
10086;LAVA ROUPA LIQ GIRANDO SOL 1L COCO;1L;UN;5;LIMPEZA;508;LAVA ROUPA;34025000.;34025000;1L;177;GIRANDO SOL;177;GIRANDO SOL
10088;SABAO GIRANDO SOL AZUL;5X200G;UN;5;LIMPEZA;510;SABAO PEDRA;34011900.;34011900;5X200G;177;GIRANDO SOL;177;GIRANDO SOL
10089;SABAO GIRANDO SOL AZUL 200G;200G;UN;5;LIMPEZA;510;SABAO PEDRA;34011900.;34011900;200G;177;GIRANDO SOL;177;GIRANDO SOL
10106;FERMENTO SECO D.BENTA FERMIX 12X125G;12X125G;DP;2;ALIMENTOS;270;FERMENTO;21023000.4;21023000;12X125G;141;DONA BENTA;141;DONA BENTA
10107;FERMENTO SECO D.BENTA FERMIX  66X10G;66X10G;DP;2;ALIMENTOS;270;FERMENTO;21023000.4;21023000;66X10G;141;DONA BENTA;141;DONA BENTA
10117;CHICLE TRIDENT X FRESH INTENSE SENSES;C/21X8G;DP;3;BOMBONIERI;306;CHICLE;21069050.;21069050;C/21;448;TRIDENT;448;TRIDENT
10118;CANUDO STRAW.PL.SACHE BRANCO 5MM 26CM;C/3000-CS307;CX;6;EMBALAGENS/DESCARTAVEIS;610;CANUDO;39173229.;39173229;C/3000 - 5MM;408;STRAWPLAST;408;STRAWPLAST
10120;VINHO NAC MIOLO RESERVA CAB SAUVIG TTO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;269;MIOLO;269;MIOLO
10121;VINHO NAC MIOLO SELECAO CHARDON.VIOGNIER;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;269;MIOLO;269;MIOLO
10122;VINHO NAC MIOLO SELECAO CAB SAUV.MERLOT;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;269;MIOLO;269;MIOLO
10128;EXTRATO TOMATE  BONARE 340G LATA ;340G;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;340G;52;BONARE;52;BONARE
10130;ARROZ BRANCO URBANO PREMIUM 5KG;5KG;UN;2;ALIMENTOS;260;ARROZ;10063021.1;10063021;5KG;452;URBANO;452;URBANO
10137;FIBRA MACIA SCOTCH-BRITE 110X225MM;C/2;FD;5;LIMPEZA;520;ESPONJA;68053090.;68053090;;;3M;;
10145;VINHO NAC MIOLO SELECAO  CAB SAUV.MERLOT;375ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;375ML;269;MIOLO;269;MIOLO
10157;FARINHA MILHO BIJU FLOCADA SINHA AMAR.;20X500G;FD;2;ALIMENTOS;268;FARINHA/FARINACEOS;11041900.;11041900;20X500G;393;SINHA;393;SINHA
10184;XAROPE GROSELHA WILSON 900ML;900ML;UN;1;BEBIDAS;94;XAROPE;17024020.;17024020;;464;WILSON;464;WILSON
10186;ADOCANTE SACHE LOWCUCAR PLUS C/STEVIA ;1000X0,4G;CX;2;ALIMENTOS;256;ADOCANTE;21069090.;21069090;;246;LOWCUCAR;246;LOWCUCAR
10192;GOIABADA 7KG PREDILECTA BLOCO;7KG;CX;2;ALIMENTOS;282;RECHEIO;20079990.;20079990;;336;PREDILECTA;336;PREDILECTA
10223;SAKE JUN DAITI  670ML;670ML;UN;1;BEBIDAS;38;SAKE;22060090.10;22060090;670ML;213;JUN DAITI;213;JUN DAITI
10224;VINHO NAC ALMADEM CAB SAUVIG TTO SECO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;7;ALMADEN;7;ALMADEN
10226;VINHO NAC ALMADEM TANNAT TTO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;7;ALMADEN;7;ALMADEN
10227;VINHO NAC ALMADEM CHARDONNAY BCO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;7;ALMADEN;7;ALMADEN
10228;VINHO NAC ALMADEM SAUVIGNON BLANC BCO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;750ML;7;ALMADEN;7;ALMADEN
10232;OLEO SOJA SOYA 20X900ML;20X900ML;CX;2;ALIMENTOS;10010;OLEOS;15079011.;15079011;20X900ML;;;;
10235;DESINF.PINHO YPE 12X500ML CITRUS;12X500ML;CX;5;LIMPEZA;526;DESINFETANTE;38089419.;38089419;12X500ML;469;YPE;469;YPE
10238;SOPAO KITANO GALINHA 196G;196G;UN;2;ALIMENTOS;266;PREPAROS CULINARIOS;21041011.;21041011;196G;224;KITANO;224;KITANO
10239;SOPAO KITANO CARNE 196G;196G;UN;2;ALIMENTOS;266;PREPAROS CULINARIOS;21041011.;21041011;196G;224;KITANO;224;KITANO
10242;CREME CEBOLA KITANO 12X65G;12X65G;DP;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21041011.;21041011;12X65G;224;KITANO;224;KITANO
10246;PAPEL HIG TENDERLY F.DUPLA 30M NEUTRO ;16X4;FD;4;HIGIENE PESSOAL;402;PAPEL HIGIENICO;48181000.;48181000;16X4;427;TENDERLY;427;TENDERLY
10247;MOSTARDA SACHE AMARELA AUREA 189X6G;189X6G;CX;2;ALIMENTOS;208;MOSTARDA;21033021.;21033021;;25;AUREA;25;AUREA
10259;BARALHO COPAG 139 C/54 CARTAS C/12 JOGOS;C/12;DP;7;UTILIDADES;720;BARALHO;95044000.;95044000;C/12;474;139;474;139
10277;PE DE MOLEQUE YOKI POTE 800G;800G;UN;3;BOMBONIERI;315;PETISCOS;17049090.7;17049090;47 X17G;468;YOKI;468;YOKI
10283;ACUCAR BAUNILHA MAKRI 1KG ;1KG;UN;2;ALIMENTOS;254;ACUCAR;17019100.7;17019100;1KG;253;MAKRI;253;MAKRI
10292;MOSTARDA  ESCURA DAJUDA BISNAGA 170G ;170G;UN;2;ALIMENTOS;208;MOSTARDA;21033021.1;21033021;;;;;
10303;CONHAQUE DOMUS 900 ML;900 ML;UN;1;BEBIDAS;30;CONHAQUE;22089000.;22089000;900 ML;139;DOMUS;139;DOMUS
10304;TAMPA POTE 200ML TRAN.COPOBRAS TPT200;C/50;TR;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39235000.;39235000;POTE COMPATIVEL PPT205, PPT255;110;COPOBRAS;110;COPOBRAS
10313;VINHO NAC C VALD NATURELLE ROSE SUAVE;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.10;22042100;750ML;85;CASA VALDUGA;85;CASA VALDUGA
10314;RUM BACARDI  MOJITO 980ML;980ML;UN;1;BEBIDAS;12;RUM;22089000.;22089000;980ML;30;BACARDI;30;BACARDI
10317;PALITO DENTAL EMBAL.BAMBU BILLA C/2000;C/2000;CX;6;EMBALAGENS/DESCARTAVEIS;642;PALITO/ESPETINHO;44219100.4;44219100;EMBALADO PAPEL;39;BILLA;39;BILLA
10321;VINHO IMP ARG CONCHA RES MALBEC TTO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;357;RESERVADO;357;RESERVADO
10333;WHISKY J.W.BLUE LABEL 750ML;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML;210;JOHNNIE WALKER;210;JOHNNIE WALKER
10334;GIN GORDONS 750ML (ING)  ;750ML;UN;1;BEBIDAS;16;GIN;22085000.;22085000;750ML;180;GORDONS;180;GORDONS
10338;ACUCAR REFINADO DABARRA 10X1KG;10X1KG;FD;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;10X1KG;120;DA BARRA;120;DA BARRA
10348;MAC.OVOS D.BENTA  NINHO 16X500G;16X500G;FD;2;ALIMENTOS;224;MASSA;19021100.9;19021100;16X500G;141;DONA BENTA;141;DONA BENTA
10361;REFRESCO ABACAXI NUTRIMENTAL 100G ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10362;REFRESCO LARANJA NUTRIMENTAL 100G ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10369;ACUCAR CONFEITEIRO IMPALPAVEL HARALD 1KG;1KG;UN;2;ALIMENTOS;254;ACUCAR;17029000.;17029000;;107;CONFEITEIRO;107;CONFEITEIRO
10396;TEQUILERO  DEL LESTE SILVER;720ML;UN;1;BEBIDAS;14;TEQUILA;22060090.;22060090;720ML;;;;
10397;TEQUILERO  DEL LESTE REPOS. ORO;720ML;UN;1;BEBIDAS;14;TEQUILA;22060090.;22060090;720ML;;;;
10413;VINHO IMP ARG TRAPICHE MERLOT TTO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;445;TRAPICHE;445;TRAPICHE
10415;VINHO IMP CHI CASILLERO D PINOT NOIR TTO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;86;CASILLETO DEL DIABLO;86;CASILLETO DEL DIABLO
10416;VINHO IMP CHI CASILLERO D MALBEC TTO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;86;CASILLETO DEL DIABLO;86;CASILLETO DEL DIABLO
10418;MOLHO PIMENTA SACHE DAJUDA 250X3ML;250X3ML;CX;2;ALIMENTOS;206;MOLHO;21039021.12;21039021;;122;DAJUDA;122;DAJUDA
10438;LEITE DE COCO 200ML SOCOCO VD ;200ML;UN;2;ALIMENTOS;272;LEITE DE COCO;20098990.;20098990;21% DE GORDURA;399;SOCOCO;399;SOCOCO
10457;REFRESCO LIMAO NUTRIMENTAL 100G;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10459;REFRESCO MARACUJA NUTRIMENTAL 100G ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10460;REFRESCO MORANGO NUTRIMENTAL 100G ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10462;REFRESCO TANGERINA NUTRIMENTAL 100G ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10463;REFRESCO UVA NUTRIMENTAL 100G  ;100G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;307;NUTRIMENTAL;307;NUTRIMENTAL
10482;MOLHO ESCURO MADEIRA KNORR 1,1KG ;1,1KG;UN;2;ALIMENTOS;206;MOLHO;21039099.;21039099;1,1KG;225;KNORR;225;KNORR
10484;PIPOCA MICR.YOKI  TOQUE CHEF POP C.100G;100G;UN;2;ALIMENTOS;240;CEREAL;20081900.2;20081900;100G;468;YOKI;468;YOKI
10489;FARINHA TRIGO D.BENTA  INTEG.VACUO 10X1;10X1KG;CX;2;ALIMENTOS;268;FARINHA/FARINACEOS;11010010.;11010010;10X1KG;141;DONA BENTA;141;DONA BENTA
10490;FARINHA TRIGO D.BENTA  RESERVA ESP 10X1;10X1KG-VACUO;FD;2;ALIMENTOS;268;FARINHA/FARINACEOS;11010010.;11010010;10X1KG;;;;
10512;TEQUILA EL JIMADOR AMARELA MEX.100%AGAVE;750ML;UN;1;BEBIDAS;14;TEQUILA;22089000.;22089000;750ML;149;EL JIMADOR;149;EL JIMADOR
10513;TEQUILA EL JIMADOR BRANCA MEX.100% AGAVE;750ML;UN;1;BEBIDAS;14;TEQUILA;22089000.;22089000;750ML;149;EL JIMADOR;149;EL JIMADOR
10514;ALHO GRANUL.DESID.JANDIRA 500G;500G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;07129090.4;7129090;500G;208;JANDIRA;208;JANDIRA
10611;LUVA BORRACHA INOVEN AMARELA P 1PR ;1PR;PR;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;1PR;494;INOVEN;494;INOVEN
10613;MARMITA ISOP COPOBRAS QUAD.PT90F 3 DIV.;C/100-S/TAMP;FD;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;39239090.;39239090;750ML FUNDA S/TAMPA ;110;COPOBRAS;110;COPOBRAS
10614;TAMPA MARMITA ISOP.COPOBRAS QUAD.PT90F;C/100;FD;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39235000.;39235000;TAMPA COMPATIVEL EM TODAS PT090F;110;COPOBRAS;110;COPOBRAS
10615;COB.FRAC.CHIPSHOW TOP BRANCO 1,01KG  ;1,01KG;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;17049090.;17049090;;441;TOP;441;TOP
10616;COB.FRAC.GOTAS CONFEITEIRO M.AMARGO 1,01;1,01KG;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18069000.;18069000;;107;CONFEITEIRO;107;CONFEITEIRO
10619;TOMATE PELADO  400G HEMMER ITALIANO  ;400G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20021000.4;20021000;;198;HEMMER;198;HEMMER
10623;POTE PL.FREEZER MICRO GAL313 RET. 250ML;C/200;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 4,3 LARG 9,8 COMP 14,4CM;557;GALVANOTEK;557;GALVANOTEK
10624;EMB.CRISTAL GAL690 RED.DOCE 12X9CM;C/300;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;MONO PORCAO - COMP 12 ALT 9CM;557;GALVANOTEK;557;GALVANOTEK
10625;EMB.CRISTAL GAL34 COLOMBA;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39239090.;39239090;COMP 27,5 LARG 18,9 ALT 10,CM;557;GALVANOTEK;557;GALVANOTEK
10626;EMB.ORIENTAL GAL930 BARCA 51X24CM;C/40;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;COMP 51 LARG 24 ALT 6,3CM BASE PRETA;557;GALVANOTEK;557;GALVANOTEK
10627;EMB.ORIENTAL GAL933 BARCA 42,2X20CM;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;COMP 42,2 LARG 20,1 ALT 5,3CM BASE PRETA;557;GALVANOTEK;557;GALVANOTEK
10628;EMB.ORIENTAL GAL935 BARCA 34X16,5CM;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;COMP 34 LARG 16,5 ALT 4,5CM BASE PRETA;557;GALVANOTEK;557;GALVANOTEK
10629;GIN TANQUERAY ROYALE 700ML (ING);700ML;UN;1;BEBIDAS;16;GIN;22089000.;22089000;700ML;425;TANQUERAY;425;TANQUERAY
10631;BISC.SOL AGUA E SAL 350G ;350G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;350G;401;AGUIA;401;SOL
10632;BISC.SOL CREAM CRACKER 350G ;350G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;350G;401;AGUIA;401;SOL
10633;AZEITE 5,01L EXT.V VILA GLORIA 0,5%;5,01L PET;UN;2;ALIMENTOS;216;AZEITE;15099090.4;15099090;5,01L PET;573;VILA GLORIA;573;VILA GLORIA
10638;ESPONJA LA DE ACO ASSOLAN 20X8UN ORIG.;20X8;FD;5;LIMPEZA;520;ESPONJA;73231000.;73231000;20X8 - 45G;23;ASSOLAN;23;ASSOLAN
10639;BISC.SOL  SALT PLUS ORIGNAL 360G ;360G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;360G;401;AGUIA;401;SOL
10640;BISC.SOL  SALT PLUS INTEGRAL 360G ;360G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;360G;401;AGUIA;401;SOL
10641;CHOC.MUMUKIDS BOMBOM SORTIDOS 187,2G;187,2G;UN;3;BOMBONIERI;312;CHOCOLATE;18069000.13;18069000;CAIXINHA;;NEUGEBAUER;;
10642;PESSEGO METADES CROCHEMORE SERRA 460G;460G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20087010.;20087010;450G;514;CROCHEMORE;514;CROCHEMORE
10644;SACOLA PL.25X35 LIBREPLAST ESPECIAL 1,3M;C/1000;FD;6;EMBALAGENS/DESCARTAVEIS;626;SACO PLASTICO;39232190.;39232190;BIODEGRADAVEL;241;LIBREPLAST;241;LIBREPLAST
10646;PEPINO RIO CERRO 1,8KG VD;1.8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20011000.;20011000;;574;DO VALE;574;RIO CERRO
10657;WHISKY DEWARS 15 YEARS 750ML;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.10;22083020;750ML;128;DEWARS;128;DEWARS
10670;FERMENTO QUIMICO  ROYAL C12 PG11;12X100G;PK;2;ALIMENTOS;270;FERMENTO;21023000.;21023000;12X100G;367;ROYAL;367;ROYAL
10671;BISC.CLUB SOCIAL ORIGINAL 6X24G;6X24G;UN;2;ALIMENTOS;230;BISCOITO;19059020.;19059020;6X24G;577;CLUB SOCIAL;577;CLUB SOCIAL
10672;BISC.CLUB SOCIAL PIZZA 6X23,5G;6X23,5G;UN;2;ALIMENTOS;230;BISCOITO;19059020.;19059020;6X23,5G;577;CLUB SOCIAL;577;CLUB SOCIAL
10673;BISC.CLUB SOCIAL PRESUNTO 6X23,5G;6X23,5G;UN;2;ALIMENTOS;230;BISCOITO;19059020.;19059020;6X23,5G;577;CLUB SOCIAL;577;CLUB SOCIAL
10674;ATUM RALADO CHICHARRO OLEO SANTA RITA ;320G LATA;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;16042090.;16042090;;543;ARCOBELLO;543;ARCOBELLO
10675;DESENGORDURANTE  QBOA COZINHA 500ML;500ML;UN;5;LIMPEZA;512;LIMPADOR;34025000.;34025000;500ML;347;3M;347;QBOA
10676;COND. PAPRICA DEFUMADA JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09042200.1;9042200;250G;208;JANDIRA;208;JANDIRA
10677;COND. LEMON PEPPER JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039021.4;21039021;250G;208;JANDIRA;208;JANDIRA
10679;COND. ERVAS FINAS JANDIRA 250G   ;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;12119090.;12119090;250G;208;JANDIRA;208;JANDIRA
10680;AMENDOA S/C LAMINADA JANDIRA 500G;500G;UN;2;ALIMENTOS;278;FRUTAS SECAS/CRISTALIZADAS;08021200.;8021200;500G;208;JANDIRA;208;JANDIRA
10683;FARINHA ROSCA 4KG YOKI ;4KG;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;19019090.;19019090;4KG;468;YOKI;468;YOKI
10684;TRIGO P/KIBE YOKI 4KG;4KG;UN;2;ALIMENTOS;240;CEREAL;11031100.;11031100;4KG;468;YOKI;468;YOKI
10685;BEB. WHISKY OLD PARR 12 YEARS  750ML ;750ML ;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML ;311;OLD PARR;311;OLD PARR
10695;GERGELIM PRETO S/CASCA JANDIRA 1KG;1KG;UN;2;ALIMENTOS;240;CEREAL;12074090.4;12074090;1KG;208;JANDIRA;208;JANDIRA
10697;MARG.CREMOSY CR VGT  500G C/SAL 50% LIP;12X500G;CX;2;ALIMENTOS;10009;MARGARINAS;15171000.;15171000;;113;CREMOSY;113;CREMOSY
10698;BISC.TODESCHINI AGUA E SAL 360G;360G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;360G;544;TODESCHINI;544;TODESCHINI
10699;BISC.TODESCHINI CREAM CRACKER 360G;360G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;360G;544;TODESCHINI;544;TODESCHINI
10700;BISC.TODESCHINI C.CRACKER MANTEIGA 360G;360G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;360G;544;TODESCHINI;544;TODESCHINI
10701;MAC.OVOS TODESCHINI FITILHOS OURO 20X500;20X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;ALETRIA/CABELO DE ANJO;544;TODESCHINI;544;TODESCHINI
10702;MAIONESE HEMMER D.PACK  200G ;200G;UN;2;ALIMENTOS;210;MAIONESE;21039011.;21039011;;198;HEMMER;198;HEMMER
10705;MAIONESE HEMMER D.PACK 1KG C/BICO;1KG;UN;2;ALIMENTOS;210;MAIONESE;21039011.;21039011;;198;HEMMER;198;HEMMER
10718;COND. CEBOLINHA DESIDRATADA JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;07122000.;7122000;250G;208;JANDIRA;208;JANDIRA
10719;COND. COMINHO GRAO JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09093100.;9093100;250G;208;JANDIRA;208;JANDIRA
10720;COND. CRAVO DA INDIA PO JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09072000.;9072000;250G;208;JANDIRA;208;JANDIRA
10721;COND. PIMENTA GRAO JANDIRA 500G;500G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09041100.;9041100;500G;208;JANDIRA;208;JANDIRA
10722;COND. PIMENTA MOIDA PURA JANDIRA 500G;500G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09041200.;9041200;500G;208;JANDIRA;208;JANDIRA
10723;COND.VINAGRETE JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039021.4;21039021;250G;208;JANDIRA;208;JANDIRA
10724;MARMITA ISOP. 500ML TOTALPLAST C/T TM100;C/100-C/TAMP;FD;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;39231090.;39231090;COM TAMPA E FUNDO REDONDO;581;TOTALPLAST;581;TOTALPLAST
10725;MARMITA ISOP. 750ML TOTALPLAST C/T TM102;C/100-C/TAMP;FD;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;39231090.;39231090;COM TAMPA E FUNDO REDONDO;581;TOTALPLAST;581;TOTALPLAST
